sku,article_no,selling_price,inventory_quantity,4_weeks_sales,status,factory,MOI,PO,ETA,market,DUS_quantity,total_cost,MOQ,inventory_value
FBA-PM-718R-11562,11562,2999.0,16,8.0,EOL,Togran,2.0,,,JP,0.0,7.78,2000.0,
FBA-PPR-303PP-18026,18026,1499.0,120,109.0,STD,Perixx DE,1.2,,,JP,326.0,3.17,50.0,
FBA-PPR-303GN-18028,18028,1499.0,237,122.0,STD,Perixx DE,2.1,,,JP,389.0,3.17,50.0,
FBA-PM-517D-11567,11567,3499.0,45,16.0,STD,Togran,2.81,,,JP,354.0,10.91,2000.0,
FBA-PPR-304-GLR-18033,18033,3499.0,35,22.0,STD,Perixx DE,1.59,,,JP,79.0,9.03,16.0,
FBA-PB-322US-11577,11577,17999.0,10,0.0,STD,Togran,99998.0,,,JP,310.0,50.32,1000.0,
FBA-PB-522US-11578,11578,12999.0,8,2.0,STD,Togran,4.0,,,JP,105.0,44.26,1000.0,
FBA-DX-1000XLA-11052,11052,1499.0,10,1.0,STD,TTX,10.0,720.0,2023-03-15,JP,802.0,2.06,1000.0,
FBA-PB-324BUS-11583,11583,4499.0,16,1.0,EOL,JW,16.0,,,JP,6.0,21.01,500.0,
FBA-PM-804B-11582,11582,3499.0,53,18.0,STD,Togran,3.0,,,JP,943.0,9.53,2000.0,
FBA-PPD-303B-11605,11605,3999.0,45,4.0,STD,Togran,11.25,,,JP,484.0,13.72,1000.0,
FBA-PB-716US-11593,11593,3499.0,39,34.0,STD,BOW,1.15,,,JP,607.0,10.78,500.0,
FBA-PB-317BUS-11474,11566,3499.0,19,4.0,STD,Palm max,4.75,20.0,2023-02-16,JP,199.0,6.88,1000.0,
FBA-PM-719L-11635,11635,2999.0,64,46.0,STD,Togran,1.39,,,JP,2691.0,6.75,2000.0,
FBA-PB-107PUS-11626,11626,3999.0,7,0.0,STD,Chicony,99998.0,,,JP,1072.0,6.89,500.0,
FBA-PD-505BUS-11611,11611,8499.0,5,3.0,STD,Togran,1.67,,,JP,417.0,17.62,1008.0,
FBA-PM-209PB-10442,10442,1199.0,30,15.0,STD,Intech,2.0,,,JP,1333.0,2.34,3000.0,
FBA-PB-612BUS-11354,11354,8999.0,21,9.0,STD,Chicony,2.33,,,JP,2503.0,22.66,504.0,
FBA-PB-612WUS-11615,11615,8999.0,4,2.0,STD,Chicony,2.0,,,JP,107.0,22.66,504.0,
FBA-PD-605BUS-11633,11633,8999.0,6,0.0,STD,Togran,99998.0,,,JP,0.0,21.02,1008.0,
FBA-PPR-303DB-18025,18025,1499.0,313,132.0,STD,Perixx DE,2.45,,,JP,598.0,3.17,50.0,
FBA-PB-422US-11670,11670,2499.0,17,1.0,STD,SQT,17.0,440.0,2023-02-16,JP,323.0,3.97,500.0,
FBA-DX-1000L-10887,10887,999.0,37,16.0,STD,TTX,2.31,,,JP,2229.0,1.61,1000.0,
FBA-DX-1000M-10891,10891,799.0,20,4.0,STD,TTX,5.0,720.0,2023-03-15,JP,703.0,1.3,1000.0,
FBA-PPR-303GLP-18038,18038,1499.0,9,79.0,STD,Perixx DE,0.13,,,JP,26.0,3.17,50.0,
FBA-PPR-303GPK-18037,18037,1499.0,113,48.0,STD,Perixx DE,2.44,,,JP,104.0,3.17,50.0,
FBA-PPR-303GYL-18040,18040,1499.0,131,29.0,STD,Perixx DE,4.52,,,JP,197.0,3.17,50.0,
FBA-PB-329BUS-11663,11663,5999.0,8,1.0,STD,JW,8.0,,,JP,300.0,18.39,500.0,
FBA-PB-426US-11665,11665,2999.0,28,12.0,STD,Togran,2.33,,,JP,1295.0,5.97,1000.0,
FBA-PD-406US-11648,11648,6999.0,8,0.0,STD,Togran,99998.0,,,JP,214.0,15.6,1000.0,
FBA-PD-406JP-11454,11454,5999.0,6,2.0,STD,Togran,3.0,,,JP,137.0,15.6,1000.0,
FBA-PD-713PKUS-11673,11673,4999.0,18,2.0,STD,SQT,9.0,,,JP,1204.0,11.94,500.0,
FBA-PPD-705-11574,11574,1999.0,33,3.0,EOL,Togran,11.0,,,JP,324.0,5.2,1000.0,
FBA-PB-326US-11607,11607,3499.0,20,6.0,STD,Togran,3.33,,,JP,559.0,8.64,1000.0,
FBA-PB-409HJP-11706,11706,2999.0,23,14.0,STD,Togran,1.64,,,JP,233.0,7.5,1000.0,
FBA-PB-324JPB-11581,11581,4999.0,24,33.0,EOL,JW,0.73,,,JP,0.0,21.01,500.0,
FBA-PPR-706-11573,11573,3499.0,31,9.0,EOL,Togran,3.44,,,JP,15.0,16.07,1000.0,
FBA-PD-606JP-11637,11637,6499.0,15,4.0,STD,Togran,3.75,,,JP,176.0,18.99,1000.0,
FBA-PPR-303GBK-18047,18047,1499.0,98,165.0,STD,Perixx DE,0.67,,,JP,17.0,3.17,50.0,
FBA-PPR-303GGO-18046,18046,1499.0,116,72.0,STD,Perixx DE,1.63,,,JP,340.0,3.17,50.0,
FBA-PM-209U-11529,11529,999.0,106,94.0,STD,Intech,1.17,,,JP,2927.0,1.96,3000.0,
FBA-PPR-303GSL-18049,18049,1499.0,0,100.0,STD,Perixx DE,0.0,,,JP,13.0,3.17,50.0,
FBA-PB-117US-11508,11508,2999.0,0,0.0,STD,Palm max,0.0,,,JP,5.0,4.73,1000.0,
FBA-PB-328US-11541,11541,5999.0,10,2.0,EOL,Togran,5.0,,,JP,198.0,40.43,1000.0,
FBA-PB-428US-11543,11543,4999.0,27,10.0,EOL,Togran,2.9,,,JP,303.0,33.5,1000.0,
FBA-PB-523US-11694,11694,3999.0,9,1.0,EOL,Togran,9.0,,,JP,803.0,9.34,1000.0,
FBA-PD-212WUS-11696,11696,2999.0,13,0.0,STD,SQT,99998.0,,,JP,131.0,5.72,500.0,
FBA-PPD-205-11444,11444,999.0,23,7.0,STD,Togran,3.29,,,JP,322.0,4.05,1000.0,
FBA-PB-514PUS-11062,11062,4999.0,2,1.0,STD,Togran,2.0,,,JP,5.0,12.69,1000.0,
FBA-PM-201CB-11703,11703,1499.0,303,10.0,STD,SQT,30.3,,,JP,916.0,2.09,1000.0,
FBA-PB-107PJP-11749,11749,3499.0,8,5.0,STD,Chicony,1.6,,,JP,325.0,6.89,500.0,
FBA-PM-520B-11447,11447,4499.0,43,23.0,STD,Togran,1.91,,,JP,264.0,13.09,2000.0,
FBA-PM-720B-11449,11449,4999.0,31,19.0,STD,Togran,1.63,,,JP,530.0,14.71,2000.0,
FBA-PPR-303X4A-18043,18043,3999.0,11,30.0,STD,Perixx DE,0.37,,,JP,5.0,11.52,50.0,
FBA-PPR-303X4B-18055,18055,3999.0,6,29.0,STD,Perixx DE,0.24,,,JP,10.0,11.58,50.0,
FBA-PB-429US-11684,11684,4499.0,14,5.0,STD,BOW,2.8,,,JP,416.0,13.09,500.0,
FBA-PB-805EUS-11680,11680,4999.0,39,34.0,STD,BOW,1.15,,,JP,11.0,15.13,500.0,
FBA-PM-201UB-11687,11687,1199.0,41,4.0,STD,SQT,10.25,,,JP,608.0,1.93,1000.0,
FBA-MX-2500B-11724,11724,1999.0,31,7.0,EOL,Togran,4.43,,,JP,877.0,15.25,2000.0,
FBA-PB-409PJP-11750,11750,2499.0,22,14.0,STD,Togran,1.57,,,JP,27.0,4.61,1000.0,
FBA-PB-210BUS-11726,11726,2999.0,6,5.0,STD,BOW,1.2,,,JP,615.0,7.1,500.0,
FBA-PB-210CBUS-11729,11729,3499.0,6,1.0,STD,BOW,6.0,920.0,2023-02-16,JP,13.0,7.43,500.0,
FBA-MX-2000IIB-11095,11019,2499.0,27,7.0,EOL,Togran,3.86,,,JP,1052.0,16.59,2000.0,
FBA-DX-2000XXL-11145,11145,2499.0,13,9.0,STD,TTX,1.56,,,JP,60.0,4.73,1000.0,
FBA-PM-503B-11419,11419,1999.0,25,8.0,STD,Togran,3.13,,,JP,99.0,5.67,2000.0,
FBA-PB-213BUS-11738,11738,2999.0,23,5.0,STD,BOW,4.6,,,JP,208.0,6.6,500.0,
FBA-PM-519L-11705,11705,1999.0,0,20.0,EOL,Togran,0.0,,,JP,23.0,4.6,2000.0,
FBA-PPR-407-11797,11797,399.0,6,2.0,STD,CLC,3.0,,,JP,2364.0,1.34,2100.0,
FBA-PB-409WUUS-11776,11776,1999.0,20,7.0,STD,Togran,2.86,,,JP,152.0,5.68,1000.0,
FBA-PB-106MJP-11794,11794,4499.0,0,0.0,STD,Chicony,0.0,,,JP,94.0,8.69,500.0,
FBA-PB-106MUS-11689,11689,4999.0,31,20.0,STD,Chicony,1.55,150.0,2023-02-10,JP,9.0,8.69,500.0,
FBA-PB-330US-11700,11700,6999.0,4,2.0,STD,Togran,2.0,,,JP,764.0,19.29,1000.0,
FBA-PM-209WU-11832,11832,1499.0,21,8.0,STD,Intech,2.63,,,JP,676.0,2.42,3000.0,
FBA-PM-209WP-11831,11831,1499.0,22,0.0,STD,Intech,99998.0,,,JP,2617.0,2.52,3000.0,
FBA-PM-802W-11538,11538,1799.0,25,11.0,STD,SQT,2.27,,,JP,810.0,4.35,500.0,
FBA-PD-307BUS-11369,11369,3499.0,9,5.0,STD,CEZ,1.8,,,JP,10.0,9.46,20.0,
FBA-PD-707WPSUS-10905,10905,4499.0,0,0.0,STD,CEZ,0.0,,,JP,0.0,15.05,20.0,
FBA-PB-413BUS-11798,11798,5499.0,5,1.0,STD,Chicony,5.0,,,JP,349.0,12.89,504.0,
FBA-PB-413WUS-11810,11810,5999.0,4,1.0,STD,Chicony,4.0,,,JP,222.0,12.89,504.0,
FBA-PD-606CUS-11660,11660,7499.0,0,1.0,STD,Togran,1.0,,,JP,9.0,18.99,1000.0,
FBA-PD-714BUS-11668,11668,3999.0,8,1.0,STD,SQT,8.0,,,JP,9.0,6.99,500.0,
FBA-PB-613BUS-11804,11804,6999.0,12,5.0,STD,Chicony,2.4,,,JP,822.0,20.9,504.0,
FBA-PB-613WUS-11811,11811,6999.0,8,4.0,EOL,Chicony,2.0,,,JP,458.0,20.9,504.0,
FBA-PB-409PWUS-11829,11829,2999.0,18,2.0,STD,Togran,9.0,,,JP,709.0,5.68,1000.0,
FBA-PD-713PKJP-11753,11753,4499.0,0,0.0,STD,SQT,0.0,,,JP,71.0,11.94,500.0,
FBA-PB-326JP-11985,11985,2999.0,37,28.0,STD,Togran,1.43,,,JP,52.0,8.64,1000.0,
FBA-PB-426JP-11986,11986,2499.0,46,24.0,STD,Togran,1.92,,,JP,236.0,5.97,1000.0,
FBA-PB-422JP-11722,11722,1999.0,29,16.0,STD,SQT,1.81,,,JP,87.0,3.97,500.0,
FBA-PB-213WUS-11958,11958,2499.0,8,3.0,STD,BOW,2.67,500.0,2023-02-16,JP,18.0,6.6,500.0,
FBA-PD-712BJP-11466,11466,2999.0,28,11.0,STD,SQT,2.55,,,JP,355.0,7.7,500.0,
FBA-PD-212BJP-11990,11990,2499.0,18,4.0,STD,SQT,4.5,,,JP,428.0,5.5,500.0,
FBA-PM-717D-11568,11568,2999.0,54,22.0,STD,Togran,2.5,,,JP,1495.0,12.69,2000.0,
FBA-PB-519AUS-11993,11993,6999.0,14,2.0,STD,LT,7.0,,,JP,100.0,27.46,300.0,
FBA-PM-720W-11924,11924,4999.0,24,4.0,STD,Togran,6.0,,,JP,693.0,15.64,2000.0,
FBA-PM-520W-11923,11923,4499.0,15,9.0,STD,Togran,1.67,,,JP,691.0,14.02,2000.0,
FBA-PPR-801-11904,11904,4499.0,24,4.0,STD,Togran,6.0,,,JP,492.0,13.79,2000.0,
FBA-PB-505HPJP-10971,10971,4499.0,24,11.0,STD,Togran,2.18,,,JP,204.0,11.65,1000.0,
FBA-PD-713PPUS-11953,11953,4999.0,8,4.0,STD,SQT,2.25,,,JP,167.0,11.94,500.0,
FBA-PM-803A-11907,11907,2999.0,39,19.0,STD,BOW,2.05,,,JP,531.0,8.69,1000.0,
FBA-PD-713BLUS-11909,11909,4999.0,28,9.0,STD,SQT,3.11,500.0,2023-02-16,JP,9.0,11.94,500.0,
FBA-PM-713NW-11937,11937,2999.0,15,6.0,STD,Togran,2.5,,,JP,8.0,7.19,2000.0,
FBA-PB-331BUS-11902,11902,4999.0,12,3.0,STD,BOW,4.0,,,JP,649.0,12.76,500.0,
FBA-PB-432BUS-11679,11679,2999.0,21,18.0,STD,BOW,1.28,,,JP,301.0,7.05,500.0,
FBA-PB-328RDUS-11935,11935,5999.0,3,1.0,STD,Togran,3.0,,,JP,213.0,40.43,1000.0,
FBA-PD-406AUS-11669,11669,5999.0,10,0.0,STD,Togran,99998.0,,,JP,317.0,19.64,1000.0,
FBA-PB-718BUS-11944,11944,3999.0,33,7.0,STD,BOW,4.71,,,JP,382.0,14.96,500.0,
FBA-PB-732BUS-11950,11950,3999.0,44,39.0,STD,BOW,1.13,,,JP,44.0,11.99,500.0,
FBA-PM-209C-11994,11994,1999.0,59,115.0,STD,Intech,0.57,3000.0,2023-02-16,JP,15.0,2.97,5000.0,
FBA-PB-333BUS-11618,11618,3499.0,5,1.0,STD,BOW,5.0,,,JP,506.0,11.23,500.0,
FBA-PX4300-GBRUS-11911,11911,4999.0,14,10.0,STD,Sisun,1.4,,,JP,46.0,27.82,100.0,
FBA-PX4300-GBLUS-11912,11912,4999.0,7,4.0,STD,Sisun,1.75,,,JP,6.0,27.82,100.0,
FBA-PX4300-KBRUS-11914,11914,5999.0,16,3.0,STD,Sisun,5.33,,,JP,109.0,31.61,100.0,
FBA-PX4300-KWHUS-11915,11915,5999.0,12,0.0,STD,Sisun,99998.0,,,JP,17.0,31.61,100.0,
FBA-PB-332US-11947,11947,3499.0,26,9.0,STD,BOW,2.89,,,JP,56.0,9.25,500.0,
FBA-PX4300-GYLUS-11913,11913,4999.0,9,8.0,STD,Sisun,1.13,,,JP,54.0,27.82,100.0,
FBA-PX4300-KBLUS-11916,11916,5999.0,7,0.0,STD,Sisun,99998.0,,,JP,30.0,31.61,100.0,
FBA-PB-317RUS-12010,12010,3499.0,14,5.0,STD,Palm max,2.8,,,JP,374.0,8.2,1000.0,
FBA-PPR-411-11908,11908,1999.0,5,4.0,STD,TTX,1.25,,,JP,1529.0,5.57,1000.0,
FBA-PPR-101B-11943,11943,999.0,38,22.0,STD,TTX,1.73,,,JP,610.0,2.75,1000.0,
FBA-PPD-504-11572,11572,2499.0,60,34.0,STD,Togran,1.76,1000.0,2023-02-16,JP,2.0,6.24,1000.0,
FBA-PPD-704A-11634,11634,2999.0,53,17.0,STD,Togran,3.29,,,JP,148.0,7.85,2000.0,
FBA-PX5300-GBRUS-11917,11917,6999.0,2,2.0,STD,Sisun,1.0,,,JP,64.0,31.08,100.0,
FBA-PX5300-GBLUS-11918,11918,6999.0,3,0.0,STD,Sisun,99998.0,,,JP,95.0,31.08,100.0,
FBA-PX5300-KBRUS-11920,11920,7499.0,2,0.0,STD,Sisun,99998.0,,,JP,140.0,37.51,100.0,
FBA-PX5300-KRDUS-11921,11921,7499.0,6,0.0,STD,Sisun,99998.0,,,JP,29.0,37.51,100.0,
FBA-PX5300-KBLUS-11922,11922,7499.0,5,0.0,STD,Sisun,99998.0,,,JP,38.0,37.51,100.0,
FBA-PB-733US-11653,11653,4499.0,12,3.0,STD,BOW,4.0,,,JP,287.0,13.53,500.0,
FBA-PD-606-11967,11967,8499.0,10,1.0,STD,Togran,10.0,,,JP,431.0,23.1,1000.0,
FBA-PM-813B-11983,11983,3499.0,48,23.0,STD,Togran,2.17,,,JP,389.0,9.53,2000.0,
FBA-PM-819-12013,12013,3999.0,34,30.0,STD,Togran,1.13,,,JP,742.0,13.16,2000.0,
FBA-PX5300-GYLUS-11919,11919,6999.0,4,0.0,STD,Sisun,99998.0,,,JP,133.0,31.08,100.0,
FBA-PPD-202C-12060,12060,2499.0,19,7.0,STD,Donar,2.71,,,JP,730.0,6.44,500.0,
FBA-PM-611B-11903,11903,1999.0,36,2.0,STD,Intech,18.0,,,JP,1099.0,8.58,1000.0,
FBA-PB-106KRB-12122,12122,4499.0,14,5.0,STD,CEZ,2.8,,,JP,10.0,10.35,20.0,
FBA-PB-208KRB-12123,12123,3499.0,3,7.0,EOL,CEZ,0.43,,,JP,0.0,8.35,20.0,
FBA-PB-407KRB-12124,12124,2999.0,10,2.0,NEW,CEZ,5.0,,,JP,29.0,8.65,20.0,
FBA-PPD-501B-10062,11284,2299.0,28,61.0,STD,LT,0.46,895.0,2023-02-16,JP,8.0,6.71,1000.0,
FBA-PPR-403B-11764,11764,499.0,59,21.0,STD,CLC,2.81,,,JP,452.0,0.94,2000.0,
FBA-PPR-404B-11765,11765,499.0,44,0.0,STD,SQT,99998.0,,,JP,184.0,0.81,1000.0,
FBA-PB-734PK-BLUS-11988,11988,4999.0,5,0.0,STD,SQT,99998.0,,,JP,77.0,35.2,500.0,
FBA-PB-734PK-BRUS-11987,11987,4999.0,12,0.0,STD,SQT,99998.0,,,JP,200.0,35.2,500.0,
FBA-PB-734PK-RDUS-11989,11989,4999.0,10,1.0,STD,SQT,10.0,,,JP,261.0,35.2,500.0,
FBA-PB-813BUS-11976,11976,5999.0,10,3.0,STD,BOW,3.33,,,JP,417.0,17.82,500.0,
FBA-PD-713PPJP-12057,12057,3999.0,91,50.0,STD,SQT,1.82,,,JP,215.0,11.94,500.0,
FBA-PB-615BUS-11834,11834,4999.0,18,7.0,NEW,BOW,2.57,,,JP,230.0,21.27,1000.0,
FBA-PB-215BUS-11707,11707,3499.0,7,1.0,NEW,BOW,7.0,,,JP,268.0,13.74,1000.0,
FBA-PB-517WUS-11519,11519,4999.0,4,2.0,NEW,JW,2.0,,,JP,116.0,13.16,500.0,
FBA-PB-106WKR-11315,11315,4499.0,7,0.0,NEW,CEZ,99998.0,,,JP,0.0,11.55,20.0,
FBA-PB-106MKR-11314,11314,3999.0,7,0.0,NEW,CEZ,99998.0,,,JP,0.0,10.55,20.0,
FBA-PB-612BKR-11316,11316,7499.0,4,0.0,NEW,CEZ,99998.0,,,JP,6.0,22.62,18.0,
FBA-PPR-409-12129,12129,449.0,19,0.0,NEW,SQT,99998.0,,,JP,804.0,0.72,1000.0,
FBA-PPR-408-12128,12128,399.0,20,0.0,NEW,SQT,99998.0,,,JP,824.0,0.61,1000.0,
FBA-PD-715-12105,12105,3999.0,20,0.0,NEW,SQT,99998.0,,,JP,3.0,12.77,500.0,
FBA-PPR-406B-11796,11796,549.0,15,0.0,STD,CLC,99998.0,,,JP,2170.0,0.86,2000.0,
FBA-PB-208BRB-12003,12003,2499.0,11,0.0,EOL,CEZ,99998.0,,,JP,10.0,8.35,20.0,
FBA-PB-612BRB-12007,12007,7499.0,3,0.0,STD,CEZ,99998.0,,,JP,9.0,23.25,18.0,
FBA-PB-512BRB-12048,12048,6499.0,2,0.0,STD,CEZ,99998.0,,,JP,7.0,15.25,18.0,
FBA-PB-407BRB-12127,12127,2999.0,4,0.0,STD,CEZ,99998.0,,,JP,0.0,8.65,20.0,
FBA-PB-512WKR-11320,11320,5999.0,6,0.0,NEW,CEZ,99998.0,,,JP,6.0,15.25,18.0,
FBA-PB-606JP-11321,11321,4999.0,9,3.0,NEW,Perixx DE,3.0,,,JP,80.0,0.58,10.0,
FBA-PB-535RDUS-11303,11303,14999.0,6,0.0,NEW,Chicony,99998.0,120.0,2023-02-15,JP,95.0,56.9,504.0,
FBA-PB-535BRUS-11305,11305,14999.0,3,3.0,NEW,Chicony,1.0,180.0,2023-02-15,JP,313.0,56.9,504.0,
FBA-PB-512BKR-12198,12198,5999.0,6,0.0,NEW,CEZ,99998.0,,,JP,6.0,15.25,18.0,
FBA-PB-535BLUS-11304,11304,14999.0,4,1.0,NEW,Chicony,4.0,180.0,2023-02-15,JP,427.0,56.9,504.0,
FBA-PB-107WPUS-11839,11839,3999.0,7,1.0,EOL,Chicony,7.0,,,JP,0.0,6.89,500.0,
FBA-DX-1000XXL-11077,11077,2999.0,10,1.0,STD,TTX,10.0,,,JP,813.0,4.71,1000.0,
FBA-PB-613WKR-12206,12206,6499.0,3,0.0,EOL,CEZ,99998.0,,,JP,3.0,21.02,18.0,
FBA-PB-413BKR-11327,11327,4499.0,6,0.0,NEW,CEZ,99998.0,,,JP,6.0,13.99,18.0,
FBA-PB-208WKR-11325,11325,2999.0,3,0.0,NEW,CEZ,99998.0,,,JP,0.0,8.35,20.0,
FBA-PB-413WKR-12169,12196,4499.0,6,0.0,NEW,CEZ,99998.0,,,JP,6.0,13.99,18.0,
FBA-PM-802BL-12142,12142,1799.0,16,1.0,NEW,SQT,16.0,,,JP,127.0,4.68,500.0,
FBA-PM-802IN-12177,12177,1799.0,12,6.0,NEW,SQT,2.0,,,JP,184.0,4.44,500.0,
FBA-PM-802PK-12141,12141,1799.0,20,0.0,NEW,SQT,99998.0,,,JP,210.0,4.68,500.0,
FBA-PB-613BKR-12204,12204,6499.0,6,0.0,NEW,CEZ,99998.0,,,JP,6.0,20.9,18.0,
FBA-PD-303WKR-12235,12235,3999.0,10,0.0,NEW,CEZ,99998.0,,,JP,5.0,11.01,20.0,
FBA-PB-208BTH-12215,12215,2499.0,4,1.0,EOL,CEZ,4.0,,,JP,6.0,8.35,20.0,
FBA-PB-407BTH-12217,12217,2999.0,9,4.0,NEW,CEZ,2.25,,,JP,0.0,8.65,20.0,
FBA-PPR-201US-10716,10716,499.0,17,1.0,NEW,BOW,17.0,,,JP,1890.0,0.69,2000.0,
FBA-PPR-202US-12139,12139,479.0,19,0.0,NEW,BOW,99998.0,,,JP,1890.0,0.73,2000.0,
FBA-PPR-203US-12140,12140,599.0,20,0.0,NEW,BOW,99998.0,,,JP,1875.0,0.77,2000.0,
FBA-PB-213CBUS-12166,12166,2799.0,17,2.0,NEW,BOW,8.5,,,JP,387.0,6.93,500.0,
FBA-PPR-303X2A-18067,18067,2499.0,22,9.0,NEW,Perixx DE,2.44,,,JP,60.0,6.16,50.0,
FBA-PPR-303X2B-18068,18068,2499.0,35,14.0,NEW,Perixx DE,2.5,,,JP,10.0,6.22,50.0,
FBA-PPR-303X2C-18069,18069,2499.0,33,5.0,NEW,Perixx DE,6.6,,,JP,60.0,6.22,50.0,
FBA-PB-335RDUS-10103,10103,12999.0,5,1.0,NEW,Chicony,5.0,120.0,2023-02-15,JP,142.0,46.99,500.0,
FBA-PD-413BUS-12176,12176,7999.0,6,0.0,NEW,Chicony,99998.0,,,JP,168.0,17.8,504.0,
FBA-PB-335BLUS-11298,11298,12999.0,4,2.0,NEW,Chicony,2.0,180.0,2023-02-15,JP,468.0,46.99,500.0,
FBA-PB-335BRUS-11299,11299,12999.0,6,0.0,NEW,Chicony,99998.0,180.0,2023-02-15,JP,455.0,46.99,500.0,
FBA-PD-512BUS-12174,12174,7999.0,6,0.0,NEW,Chicony,99998.0,,,JP,630.0,19.17,504.0,
FBA-PPR-305GRD-18056,18056,1499.0,127,68.0,NEW,Perixx DE,1.87,,,JP,0.0,2.35,50.0,
FBA-PM-513I-12180,12180,1999.0,20,0.0,NEW,Togran,99998.0,,,JP,199.0,4.62,2000.0,
FBA-PB-416US-12099,12099,3999.0,20,0.0,NEW,BOW,99998.0,,,JP,359.0,12.66,500.0,
FBA-PB-527US-12168,12168,4999.0,10,0.0,NEW,BOW,99998.0,,,JP,389.0,16.28,500.0,
FBA-PB-525US-12069,12069,5999.0,20,0.0,NEW,JW,99998.0,,,JP,479.0,19.49,500.0,
FBA-PB-816US-12103,12103,0.0,0,0.0,NEW,BOW,0.0,,,JP,0.0,22.43,500.0,
DX-1000L-10887,10887,6.99,77,32.0,STD,TTX,2.41,,,UK,2229.0,1.61,1000.0,
DX-1000M-10891,10891,4.99,80,21.0,STD,TTX,3.81,720.0,2023-03-15,UK,703.0,1.3,1000.0,
DX-1000XXL-11077,11077,14.99,168,107.0,STD,TTX,1.62,,,UK,813.0,4.71,1000.0,
DX-2000XXL-11145,11145,14.99,65,26.0,STD,TTX,2.5,,,UK,60.0,4.73,1000.0,
PB-407BUK-10985,10985,16.99,84,61.0,STD,Chicony,1.39,,,UK,190.0,6.6,500.0,
PB-407WUK-10857,10857,16.99,70,36.0,STD,Chicony,1.94,,,UK,160.0,6.6,500.0,
PB-409HUK-10839,10839,18.99,171,16.0,STD,Togran,10.69,,,UK,290.0,7.5,1000.0,
PB-409UBUK-10855,10855,16.99,215,186.0,STD,Togran,1.09,,,UK,460.0,4.61,1000.0,
PB-409PUK-11395,11395,19.99,121,4.0,STD,Togran,30.25,,,UK,13.0,4.61,1000.0,
PB-517BUK-11365,11365,24.99,54,22.0,STD,JW,2.45,,,UK,169.0,11.3,500.0,
PD-303UK-10966,10966,24.99,57,10.0,STD,CEZ,5.7,,,UK,5.0,11.01,20.0,
PD-707PWUK-10904,10904,19.99,56,14.0,STD,CEZ,4.0,,,UK,9.0,15.05,20.0,
PD-712BUK-11266,11266,24.99,215,264.0,STD,SQT,0.88,,,UK,120.0,7.7,500.0,
PD-712WUK-11260,11260,22.99,91,68.0,STD,SQT,1.34,,,UK,200.0,7.92,500.0,
PERIMICE-513N-11168,11168,14.99,175,13.0,STD,Togran,13.46,2000.0,2023-02-16,UK,845.0,4.11,2000.0,
PERIMICE-713N-11167,11167,19.99,224,196.0,STD,Togran,1.17,5000.0,2023-02-16,UK,1903.0,6.34,2000.0,
PM-201PB-10042,11387,9.99,58,31.0,STD,SQT,1.87,,,UK,2188.0,1.82,1000.0,
PM-508-10844,10844,16.99,38,0.0,STD,Togran,99998.0,,,UK,3712.0,5.62,2000.0,
PM-608-10914,10914,17.99,11,4.0,STD,Togran,2.75,,,UK,3645.0,6.72,2000.0,
PP-501B-10062,11284,19.99,52,15.0,STD,LT,3.47,895.0,2023-02-16,UK,8.0,6.71,1000.0,
PPD-202HB-11091,11091,14.99,91,11.0,STD,Donar,8.27,,,UK,1632.0,5.98,500.0,
PPD-202UB-11251,11251,11.99,87,118.0,STD,Donar,0.67,,,UK,101.0,4.03,500.0,
PX-P2U-19998,19998,4.99,69,3.0,STD,CLC,23.0,,,UK,289.0,1.69,2100.0,
PM-718-11411,11411,19.99,47,17.0,EOL,Togran,2.76,,,UK,1246.0,7.61,2000.0,
PB-505HPSUK-11427,11427,39.99,37,22.0,STD,Togran,1.68,,,UK,0.0,11.65,1000.0,
PPR-34-Glo-18021,18010,9.99,2,5.0,STD,Perixx DE,0.4,,,UK,1097.0,2.7,50.0,
PM-513L-11516,11516,14.99,76,52.0,STD,Togran,1.46,,,UK,666.0,4.05,2000.0,
PM-713L-11517,11517,19.99,78,13.0,STD,Togran,6.0,,,UK,440.0,6.34,2000.0,
PM-719-11522,11522,19.99,100,79.0,STD,Togran,1.27,,,UK,0.0,6.82,2000.0,
PD-212BUK-11485,11485,16.99,88,386.0,STD,SQT,0.2,,,UK,901.0,5.5,500.0,
PM-519-11521,11521,16.99,7,35.0,STD,Togran,0.2,560.0,2023-02-16,UK,5.0,4.6,2000.0,
PB-510HPUK-11530,11530,49.99,13,36.0,STD,Donar,0.36,,,UK,203.0,13.77,500.0,
PB-512BUK-11524,11524,36.99,130,111.0,STD,Chicony,1.05,504.0,2023-02-16,UK,418.0,14.74,504.0,
PM-715-11208,11533,19.99,20,3.0,STD,Togran,6.67,,,UK,1055.0,7.82,2000.0,
PM-515-11209,11534,16.99,23,6.0,STD,Togran,3.83,1760.0,2023-02-16,UK,0.0,5.53,2000.0,
PM-718R-11562,11562,19.99,27,6.0,EOL,Togran,4.5,,,UK,0.0,7.78,2000.0,
PM-717D-11568,11568,29.99,65,49.0,STD,Togran,1.33,,,UK,1495.0,12.69,2000.0,
PM-517D-11567,11567,26.99,55,20.0,STD,Togran,2.75,,,UK,354.0,10.91,2000.0,
PPR-34-GLG-18028,18028,9.99,5,1.0,STD,Perixx DE,5.0,,,UK,389.0,3.17,50.0,
PB-522BUS-11578,11578,89.99,9,8.0,STD,Togran,1.13,,,UK,105.0,44.26,1000.0,
