sku,article_no,selling_price,inventory_quantity,4_weeks_sales,status,factory,MOI,PO,ETA,market,DUS_quantity,total_cost,MOQ,inventory_value
PB-215BUS-11707,11707,39.99,19,0.0,NEW,BOW,99998.0,,,DE,268.0,13.74,1000.0,
PPR-403-N11764,11764,4.99,16,1.0,STD,CLC,16.0,,,DE,452.0,0.94,2000.0,
PD-713PPDE-11833,11833,39.99,20,28.0,STD,SQT,0.75,,,DE,184.0,11.94,500.0,
PD-715PKUS-12105,12105,34.99,6,2.0,NEW,SQT,3.0,,,DE,3.0,12.77,500.0,
PB-733BDE-11656,11656,14.99,27,8.0,NEW,BOW,3.38,,,DE,414.0,13.53,500.0,
PB-615BDE-11835,11835,19.99,22,11.0,NEW,BOW,2.0,,,DE,433.0,20.63,1000.0,
PPR-409-12129,12129,3.99,3,4.0,NEW,SQT,0.75,,,DE,804.0,0.72,1000.0,
PPR-408-12128,12128,3.99,10,0.0,NEW,SQT,99998.0,,,DE,824.0,0.61,1000.0,
PB-512WCH-11318,11318,29.99,10,2.0,NEW,CEZ,5.0,,,DE,6.0,15.25,18.0,
PM-802PK-12141,12141,14.99,31,4.0,NEW,SQT,7.75,,,DE,210.0,4.68,500.0,
PM-802IN-12177,12177,14.99,8,3.0,NEW,SQT,2.67,,,DE,184.0,4.44,500.0,
PM-802BL-12142,12142,14.99,45,3.0,NEW,SQT,15.0,,,DE,127.0,4.68,500.0,
PB-612WCH-11319,11319,59.99,10,0.0,NEW,CEZ,99998.0,,,DE,22.0,22.07,18.0,
PB-220UUS-11502,11502,19.99,10,0.0,STD,Togran,99998.0,,,DE,440.0,7.1,1000.0,
PM-513I-12180,12180,16.99,40,0.0,NEW,Togran,99998.0,,,DE,199.0,4.62,2000.0,
PB-525DE-12070,12070,59.99,40,0.0,NEW,JW,99998.0,,,DE,159.0,19.49,500.0,
PB-525US-12069,12069,59.99,20,0.0,NEW,JW,99998.0,,,DE,479.0,19.49,500.0,
PB-416US-12099,12099,29.99,20,0.0,NEW,BOW,99998.0,,,DE,359.0,12.66,500.0,
PB-527US-12168,12168,34.99,10,0.0,NEW,BOW,99998.0,,,DE,389.0,16.28,500.0,
DX-1000L-10887,10887,9.99,22,11.0,STD,TTX,2.0,,,ES,2229.0,1.61,1000.0,
DX-1000M-10891,10891,5.99,17,2.0,STD,TTX,8.5,720.0,2023-03-15,ES,703.0,1.3,1000.0,
DX-1000XXL-11077,11077,17.99,37,7.0,STD,TTX,5.29,,,ES,813.0,4.71,1000.0,
PB-407ESB-10788,10788,22.99,30,15.0,STD,Chicony,2.0,,,ES,160.0,6.6,500.0,
PD-303WES-11288,11288,34.99,20,1.0,STD,CEZ,20.0,,,ES,0.0,11.01,20.0,
PM-201PB-10042,11387,9.99,29,24.0,STD,SQT,1.25,,,ES,2188.0,1.82,1000.0,
PM-508-10844,10844,17.99,19,11.0,STD,Togran,1.73,,,ES,3712.0,5.62,2000.0,
PM-513N-11168,11168,18.99,279,203.0,STD,Togran,1.33,2000.0,2023-02-16,ES,845.0,4.11,2000.0,
PM-608-10914,10914,19.99,92,7.0,STD,Togran,13.14,,,ES,3645.0,6.72,2000.0,
PM-713N-11167,11167,19.99,440,249.0,STD,Togran,1.78,5000.0,2023-02-16,ES,1903.0,6.34,2000.0,
PP-501B-10062,11284,19.99,0,17.0,STD,LT,0.0,895.0,2023-02-16,ES,8.0,6.71,1000.0,
PPD-202HB-11091,11091,16.99,13,5.0,STD,Donar,2.8,,,ES,1632.0,5.98,500.0,
PPD-202UB-11251,11251,12.99,82,19.0,STD,Donar,4.32,,,ES,101.0,4.03,500.0,
PPR-401-19998,19998,6.99,74,55.0,STD,CLC,1.35,,,ES,289.0,1.69,2100.0,
PM-718-11411,11411,19.99,32,17.0,EOL,Togran,1.88,,,ES,1246.0,7.61,2000.0,
PD-712BES-11263,11263,26.99,138,119.0,STD,SQT,1.13,,,ES,500.0,7.7,500.0,
PD-712WES-11182,11182,27.99,142,64.0,STD,SQT,2.25,,,ES,240.0,7.56,500.0,
PM-513L-11516,11516,15.99,137,49.0,STD,Togran,2.8,,,ES,666.0,4.05,2000.0,
PM-713L-11517,11517,25.99,192,113.0,STD,Togran,1.62,,,ES,440.0,6.34,2000.0,
PM-519-11521,11521,24.99,68,0.0,STD,Togran,99998.0,560.0,2023-02-16,ES,5.0,4.6,2000.0,
PM-719-11522,11522,24.99,152,161.0,STD,Togran,0.98,,,ES,0.0,6.82,2000.0,
PM-515II-11534,11534,16.99,0,29.0,STD,Togran,0.0,1760.0,2023-02-16,ES,0.0,5.53,2000.0,
PM-715II-11533,11533,19.99,28,6.0,STD,Togran,4.67,,,ES,1055.0,7.82,2000.0,
PM-718R-11562,11562,19.99,68,6.0,EOL,Togran,11.33,,,ES,0.0,7.78,2000.0,
PM-517D-11567,11567,29.99,106,37.0,STD,Togran,2.89,,,ES,354.0,10.91,2000.0,
PM-717D-11568,11568,34.99,39,13.0,STD,Togran,3.15,,,ES,1495.0,12.69,2000.0,
PB-512BES-11575,11575,49.99,38,27.0,STD,CEZ,1.41,,,ES,194.0,14.74,18.0,
PB-409UES-11595,11595,14.99,240,158.0,STD,Togran,1.44,,,ES,580.0,4.61,1000.0,
PM-804B-11582,11582,24.99,26,7.0,STD,Togran,3.71,,,ES,943.0,9.53,2000.0,
PM-802B-11402,11402,13.99,131,65.0,STD,SQT,2.02,,,ES,2740.0,4.22,500.0,
PPD-504-11572,11572,27.99,25,35.0,STD,Togran,0.71,1000.0,2023-02-16,ES,2.0,6.24,1000.0,
PPR-34-Glo-18010,18010,9.99,7,2.0,STD,Perixx DE,3.5,,,ES,1097.0,2.7,50.0,
PPR-34-GLG-18028,18028,9.99,7,2.0,STD,Perixx DE,3.5,,,ES,389.0,3.17,50.0,
PB-510HES-11630,11630,49.99,44,30.0,STD,Donar,1.47,,,ES,20.0,13.77,500.0,
MX-2000-11019,11019,14.99,35,23.0,EOL,Togran,1.61,,,ES,1052.0,16.59,2000.0,
PM-719L-11635,11635,19.99,102,33.0,STD,Togran,3.18,,,ES,2691.0,6.75,2000.0,
PB-612BES-11614,11614,64.99,21,12.0,STD,CEZ,1.75,,,ES,0.0,23.25,18.0,
PD-212BES-11545,11545,19.99,103,54.0,STD,SQT,1.91,,,ES,440.0,5.5,500.0,
PM-802W-11538,11538,15.99,58,22.0,STD,SQT,2.64,,,ES,810.0,4.35,500.0,
PM-209P-10442,10442,11.99,89,45.0,STD,Intech,1.98,,,ES,1333.0,2.34,3000.0,
DX-1000XL-N11052,11052,12.99,12,3.0,STD,TTX,4.0,720.0,2023-03-15,ES,802.0,2.06,1000.0,
PPR-303GP-18026,18026,9.99,2,1.0,STD,Perixx DE,2.0,,,ES,326.0,3.17,50.0,
PPD-205-11444,11444,11.99,14,2.0,STD,Togran,7.0,,,ES,322.0,4.05,1000.0,
PPD-705-11574,11574,14.99,12,4.0,EOL,Togran,3.0,,,ES,324.0,5.2,1000.0,
PPR-303GB-18025,18025,9.99,4,0.0,STD,Perixx DE,99998.0,,,ES,598.0,3.17,50.0,
PM-520-11447,11447,34.99,26,18.0,STD,Togran,1.44,,,ES,264.0,13.09,2000.0,
PM-720-11449,11449,39.99,36,14.0,STD,Togran,2.71,,,ES,530.0,14.71,2000.0,
PB-317ES-11458,11458,29.99,123,53.0,STD,Palm max,2.32,505.0,"2023-02-16,2023-02-16",ES,8.0,6.88,1000.0,
PB-107PES-11712,11712,34.99,15,6.0,STD,CEZ,2.5,,,ES,0.0,8.91,20.0,
PB-426BES-11709,11709,17.99,104,73.0,STD,Togran,1.42,,,ES,680.0,5.97,1000.0,
PM-209U-11529,11529,9.99,34,1.0,STD,Intech,34.0,,,ES,2927.0,1.96,3000.0,
PB-512WES-11596,11596,44.99,22,6.0,STD,CEZ,3.67,,,ES,6.0,15.25,18.0,
PPR-706-11573,11573,29.99,0,0.0,EOL,Togran,0.0,,,ES,15.0,16.07,1000.0,
PPD-704-11634,11634,39.99,39,1.0,STD,Togran,39.0,,,ES,148.0,7.85,2000.0,
PM-519L-11705,11705,16.99,8,8.0,EOL,Togran,1.13,,,ES,23.0,4.6,2000.0,
PM-201UB-11687,11687,9.99,77,1.0,STD,SQT,77.0,,,ES,608.0,1.93,1000.0,
PB-409HES-11510,11510,24.99,22,7.0,STD,Togran,3.14,,,ES,20.0,7.5,1000.0,
PM-201CB-11703,11703,12.99,199,61.0,STD,SQT,3.26,,,ES,916.0,2.09,1000.0,
PB-220UES-11748,11748,17.99,41,25.0,STD,Togran,1.64,,,ES,270.0,7.1,1000.0,
MX-2500B-11724,11724,11.99,21,5.0,EOL,Togran,4.2,,,ES,877.0,15.25,2000.0,
PB-329BES-11818,11818,29.99,33,10.0,STD,JW,3.3,,,ES,90.0,18.39,500.0,
PB-117ESB-11771,11771,14.99,36,5.0,STD,Palm max,7.2,,,ES,75.0,4.73,1000.0,
PD-713PKES-11715,11715,44.99,201,47.0,STD,SQT,4.34,,,ES,79.0,11.94,500.0,
PD-606BES-11636,11636,59.99,46,36.0,STD,Togran,1.28,,,ES,0.0,18.99,1000.0,
PB-106MES-11819,11819,39.99,0,4.0,STD,CEZ,0.0,,,ES,30.0,10.55,20.0,
PB-409PBES-11711,11711,19.99,52,33.0,STD,Togran,1.58,,,ES,63.0,4.61,1000.0,
PB-407WES-10792,10792,14.99,0,0.0,STD,CEZ,0.0,,,ES,0.0,8.65,20.0,
PD-605BES-11751,11751,79.99,11,27.0,STD,Togran,0.41,,,ES,3.0,21.02,1008.0,
PM-503B-11419,11419,17.99,11,0.0,STD,Togran,99998.0,,,ES,99.0,5.67,2000.0,
PB-208WES-11851,11851,22.99,3,13.0,STD,CEZ,0.23,,,ES,0.0,8.35,20.0,
PB-612BPT-11852,11852,59.99,4,1.0,STD,CEZ,4.0,,,ES,16.0,22.07,18.0,
PB-407BPT-11856,11856,19.99,7,2.0,STD,CEZ,3.5,,,ES,0.0,8.65,20.0,
PB-407WPT-11857,11857,19.99,8,1.0,STD,CEZ,8.0,,,ES,0.0,8.65,20.0,
PB-107PPT-11888,11888,14.99,1,5.0,STD,CEZ,0.2,20.0,2023-02-10,ES,,8.91,20.0,
PB-106WES-11290,11290,34.99,5,11.0,STD,CEZ,0.45,,,ES,0.0,10.55,10.0,
PB-512BPT-11854,11854,39.99,12,3.0,STD,CEZ,4.0,,,ES,0.0,15.05,18.0,
PB-512WPT-11855,11855,34.99,2,2.0,STD,CEZ,1.0,,,ES,0.0,15.25,18.0,
PD-707PBES-10898,10898,29.99,18,1.0,STD,CEZ,18.0,,,ES,0.0,15.05,20.0,
PD-307BES-11372,11372,19.99,19,0.0,STD,CEZ,99998.0,,,ES,0.0,11.21,20.0,
PPR-404-11765,11765,5.99,5,2.0,STD,SQT,2.5,,,ES,184.0,0.81,1000.0,
PPR-403-11764,11764,5.99,1,0.0,STD,CLC,99998.0,,,ES,452.0,0.94,2000.0,
PPR-406-11796,11796,5.99,3,0.0,STD,CLC,99998.0,,,ES,2170.0,0.86,2000.0,
PPR-407-11797,11797,6.99,5,0.0,STD,CLC,99998.0,,,ES,2364.0,1.34,2100.0,
PM-209UW-11832,11832,11.99,18,5.0,STD,Intech,3.6,,,ES,676.0,2.42,3000.0,
PM-209PW-11831,11831,11.99,14,1.0,STD,Intech,14.0,,,ES,2617.0,2.52,3000.0,
PD-707PWES-10903,10903,34.99,13,5.0,STD,CEZ,2.6,,,ES,0.0,15.05,20.0,
PPR-303X4A-18043,18043,29.99,0,0.0,STD,Perixx DE,0.0,,,ES,5.0,11.52,50.0,
PPR-303X4B-18055,18055,29.99,0,0.0,STD,Perixx DE,0.0,,,ES,10.0,11.58,50.0,
PPR-303GBK-18047,18047,9.99,0,0.0,STD,Perixx DE,0.0,,,ES,17.0,3.17,50.0,
PPR-303GGO-18046,18046,9.99,5,0.0,STD,Perixx DE,99998.0,,,ES,340.0,3.17,50.0,
PPR-303GPK-18037,18037,9.99,12,2.0,STD,Perixx DE,6.0,,,ES,104.0,3.17,50.0,
PPR-303GLV-18038,18038,9.99,1,1.0,STD,Perixx DE,1.0,,,ES,26.0,3.17,50.0,
PPR-303GYL-18040,18040,8.99,4,0.0,STD,Perixx DE,99998.0,,,ES,197.0,3.17,50.0,
DX-2000XXL-11145,11145,16.99,6,3.0,STD,TTX,2.0,,,ES,60.0,4.73,1000.0,
PPR-512-11766,11766,17.99,6,0.0,STD,TTX,99998.0,,,ES,982.0,7.35,1000.0,
PB-208BPT-11859,11859,19.99,1,12.0,STD,CEZ,0.08,40.0,2023-02-10,ES,0.0,8.35,20.0,
PB-208WPT-11865,11865,19.99,6,2.0,STD,CEZ,3.0,,,ES,0.0,8.35,20.0,
PD-303WPT-11894,11894,19.99,1,14.0,STD,CEZ,0.07,,,ES,0.0,11.01,20.0,
PD-307BPT-11933,11933,14.99,13,1.0,STD,CEZ,13.0,,,ES,0.0,11.21,20.0,
PB-613WES-11982,11982,49.99,0,0.0,EOL,CEZ,0.0,,,ES,0.0,21.02,18.0,
PB-613BES-11806,11806,52.99,8,2.0,STD,CEZ,4.0,,,ES,6.0,21.65,18.0,
PB-429BES-11823,11823,39.99,25,8.0,STD,BOW,3.13,500.0,2023-02-16,ES,0.0,13.09,500.0,
PD-505BESNN-11590,11590,54.99,32,24.0,STD,Togran,1.33,,,ES,198.0,17.62,1008.0,
PB-413BES-11800,11800,39.99,9,4.0,NEW,CEZ,2.25,,,ES,10.0,14.37,18.0,
PB-413WES-11979,11979,34.99,24,1.0,NEW,CEZ,24.0,,,ES,0.0,14.37,18.0,
PPR-801-11904,11904,34.99,10,0.0,STD,Togran,99998.0,,,ES,492.0,13.79,2000.0,
PM-520W-11923,11923,34.99,6,0.0,STD,Togran,99998.0,,,ES,691.0,14.02,2000.0,
PM-720W-11924,11924,39.99,5,0.0,STD,Togran,99998.0,,,ES,693.0,15.64,2000.0,
PB-422BES-11723,11723,16.99,70,22.0,STD,SQT,3.18,,,ES,60.0,3.97,500.0,
PPR-101-11943,11943,9.99,7,2.0,STD,TTX,3.5,,,ES,610.0,2.75,1000.0,
PPR-511-11925,11925,5.99,0,0.0,EOL,TTX,0.0,,,ES,0.0,7.35,1000.0,
PPR-411-11908,11908,9.99,3,0.0,STD,TTX,99998.0,,,ES,1529.0,5.57,1000.0,
PM-803A-11907,11907,22.99,24,7.0,STD,BOW,3.43,,,ES,531.0,8.69,1000.0,
PB-612WES-11995,11995,44.99,15,9.0,STD,CEZ,1.67,,,ES,18.0,22.07,18.0,
PM-713NW-11937,11937,26.99,0,15.0,STD,Togran,0.0,,,ES,8.0,7.19,2000.0,
PM-209C-11994,11994,13.99,303,21.0,STD,Intech,14.43,3000.0,2023-02-16,ES,15.0,2.97,5000.0,
PB-208BES-11846,11846,19.99,23,1.0,STD,CEZ,23.0,,,ES,0.0,8.35,20.0,
PB-333BUS-11618,11618,29.99,21,3.0,STD,BOW,7.0,,,ES,506.0,11.23,500.0,
PM-813B-11983,11983,29.99,61,31.0,STD,Togran,1.97,,,ES,389.0,9.53,2000.0,
PM-819-12013,12013,34.99,20,5.0,STD,Togran,4.0,,,ES,742.0,13.16,2000.0,
PM-611-11903,11903,11.99,48,6.0,STD,Intech,8.0,,,ES,1099.0,8.58,1000.0,
PPD-202C-12060,12060,16.99,38,5.0,STD,Donar,7.6,,,ES,730.0,6.44,500.0,
PB-213BES-11957,11957,19.99,137,92.0,STD,BOW,1.5,,,ES,140.0,6.6,500.0,
PB-106BES-11289,11289,34.99,17,4.0,NEW,CEZ,4.25,,,ES,0.0,10.35,10.0,
PB-210CBES-12076,12076,24.99,31,3.0,STD,BOW,10.33,,,ES,430.0,7.43,500.0,
PB-210BES-12081,12081,19.99,54,37.0,STD,BOW,1.46,,,ES,89.0,7.1,500.0,
PB-613PTB-12154,12154,34.99,6,0.0,NEW,CEZ,99998.0,,,ES,18.0,21.65,18.0,
PB-613PTW-12161,12161,34.99,9,0.0,EOL,CEZ,99998.0,,,ES,0.0,21.02,18.0,
PB-213WES-12109,12109,24.99,86,52.0,NEW,BOW,1.67,,,ES,290.0,6.6,500.0,
PPR-409-12129,12129,5.99,5,0.0,NEW,SQT,99998.0,,,ES,804.0,0.72,1000.0,
PPR-408-12128,12128,5.99,3,1.0,NEW,SQT,3.0,,,ES,824.0,0.61,1000.0,
PM-802BL-12142,12142,14.99,50,21.0,NEW,SQT,2.38,,,ES,127.0,4.68,500.0,
PM-802PK-12141,12141,14.99,57,14.0,NEW,SQT,4.07,,,ES,210.0,4.68,500.0,
PM-802IR-12177,12177,14.99,14,12.0,NEW,SQT,1.25,,,ES,184.0,4.44,500.0,
PM-513I-12180,12180,15.99,0,0.0,NEW,Togran,0.0,,,ES,199.0,4.62,2000.0,
DX-1000L-10887,10887,11.99,29,11.0,STD,TTX,2.64,,,FR,2229.0,1.61,1000.0,
DX-1000M-10891,10891,6.99,72,43.0,STD,TTX,1.7,720.0,2023-03-15,FR,703.0,1.3,1000.0,
DX-1000XL-11052,11052,10.99,55,27.0,STD,TTX,2.04,720.0,2023-03-15,FR,802.0,2.06,1000.0,
DX-1000XXL-11077,11077,19.99,86,68.0,STD,TTX,1.26,,,FR,813.0,4.71,1000.0,
DX-2000XXL-11145,11145,16.99,15,8.0,STD,TTX,1.88,,,FR,60.0,4.73,1000.0,
PB-407BFR-10787,10787,27.99,11,5.0,STD,CEZ,2.2,20.0,2023-02-10,FR,0.0,8.65,20.0,
PB-409HFR-10645,10645,24.99,97,20.0,STD,Togran,4.85,,,FR,308.0,7.5,1000.0,
PB-409UFR-10959,10959,19.99,86,97.0,STD,Togran,0.91,,,FR,569.0,4.61,1000.0,
PB-510HPSFR-11004,11004,49.99,49,32.0,STD,Donar,1.53,,,FR,20.0,13.77,500.0,
PM-201PB-10042,11387,9.99,26,22.0,STD,SQT,1.18,,,FR,2188.0,1.82,1000.0,
PM-513N-11168,11168,16.99,102,86.0,STD,Togran,1.19,2000.0,2023-02-16,FR,845.0,4.11,2000.0,
PM-508-10844,10844,17.99,43,9.0,STD,Togran,4.78,,,FR,3712.0,5.62,2000.0,
PM-713N-11167,11167,21.99,274,183.0,STD,Togran,1.5,5000.0,2023-02-16,FR,1903.0,6.34,2000.0,
PM-608-10914,10914,19.99,23,8.0,STD,Togran,2.88,,,FR,3645.0,6.72,2000.0,
PPD-202HB-11091,11091,17.9,101,25.0,STD,Donar,4.04,,,FR,1632.0,5.98,500.0,
PPD-202UB-11251,11251,14.99,216,188.0,STD,Donar,1.19,,,FR,101.0,4.03,500.0,
PPD-501U-10062,11284,21.99,62,8.0,STD,LT,7.75,895.0,2023-02-16,FR,8.0,6.71,1000.0,
PX-P2U-19998,19998,7.99,169,111.0,STD,CLC,1.6,,,FR,289.0,1.69,2100.0,
PM-718-11411,11411,21.99,47,24.0,EOL,Togran,1.96,,,FR,1246.0,7.61,2000.0,
PM-802B-11402,11402,12.99,64,16.0,STD,SQT,4.0,,,FR,2740.0,4.22,500.0,
PPR-34-Glo-18010,18010,10.99,3,1.0,STD,Perixx DE,4.0,,,FR,1097.0,2.7,50.0,
PM-513L-11516,11516,16.99,67,35.0,STD,Togran,1.91,,,FR,666.0,4.05,2000.0,
PM-713L-11517,11517,24.99,112,82.0,STD,Togran,1.34,,,FR,440.0,6.34,2000.0,
PM-519-11521,11521,17.99,20,54.0,STD,Togran,0.37,560.0,2023-02-16,FR,5.0,4.6,2000.0,
PM-719-11522,11522,24.99,168,125.0,STD,Togran,1.39,,,FR,0.0,6.82,2000.0,
PM-515-11209,11534,19.99,0,0.0,STD,Togran,0.0,1760.0,2023-02-16,FR,0.0,5.53,2000.0,
PM-715-11208,11533,24.99,14,0.0,STD,Togran,99998.0,,,FR,1055.0,7.82,2000.0,
PB-512FRB-11560,11560,49.99,76,33.0,STD,CEZ,2.3,,,FR,92.0,14.74,18.0,
PB-409PFR-11563,11563,12.99,0,27.0,EOL,Togran,0.0,,,FR,0.0,3.63825,1000.0,
PM-718R-11562,11562,23.99,22,0.0,EOL,Togran,99998.0,,,FR,0.0,7.78,2000.0,
PM-517D-11567,11567,29.99,42,38.0,STD,Togran,1.11,,,FR,354.0,10.91,2000.0,
PM-717D-11568,11568,34.99,7,6.0,STD,Togran,1.17,,,FR,1495.0,12.69,2000.0,
PPR-34-GLG-18028,18028,10.99,8,1.0,STD,Perixx DE,8.0,,,FR,389.0,3.17,50.0,
PM-804B-11582,11582,24.99,41,2.0,STD,Togran,21.0,,,FR,943.0,9.53,2000.0,
PPD-504-11572,11572,26.99,22,47.0,STD,Togran,0.47,1000.0,2023-02-16,FR,2.0,6.24,1000.0,
PPR-506-11571,11571,24.99,0,0.0,EOL,Togran,0.0,,,FR,0.0,14.98,1000.0,
PB-517BUS-11364,11364,39.99,2,0.0,STD,JW,99998.0,,,FR,478.0,11.3,500.0,
PB-324BFR-11639,11639,39.99,4,54.0,EOL,JW,0.07,,,FR,0.0,21.01,500.0,
PB-107PFR-11627,11627,29.99,41,52.0,STD,CEZ,0.79,,,FR,21.0,8.91,20.0,
PM-719L-11635,11635,19.99,63,13.0,STD,Togran,4.85,,,FR,2691.0,6.75,2000.0,
PB-612BFR-11428,11428,69.99,46,16.0,STD,CEZ,2.88,,,FR,0.0,23.25,18.0,
PB-220HFR-11504,11504,29.99,0,0.0,STD,Togran,0.0,,,FR,0.0,8.42,1000.0,
PM-802W-11538,11538,14.99,39,8.0,STD,SQT,4.88,,,FR,810.0,4.35,500.0,
PM-209P-10442,10442,10.99,42,19.0,STD,Intech,2.21,,,FR,1333.0,2.34,3000.0,
PD-212BFR-N11652,11652,21.99,71,13.0,STD,SQT,5.46,,,FR,560.0,5.5,500.0,
PB-323MWFR-11601,11601,24.99,47,24.0,EOL,JW,1.96,,,FR,159.0,20.36,500.0,
PPR-303GP-18026,18026,10.99,2,0.0,STD,Perixx DE,99998.0,,,FR,326.0,3.17,50.0,
PPR-303GB-18025,18025,10.99,1,1.0,STD,Perixx DE,1.0,,,FR,598.0,3.17,50.0,
PD-505BFR-11588,11588,49.99,46,47.0,STD,Togran,0.98,,,FR,3.0,17.62,1008.0,
PM-520-11447,11447,39.99,36,21.0,STD,Togran,1.71,,,FR,264.0,13.09,2000.0,
PM-720-11449,11449,39.99,13,1.0,STD,Togran,13.0,,,FR,530.0,14.71,2000.0,
PB-317FR-11472,11472,29.99,147,90.0,STD,Palm max,1.6,,,FR,114.0,6.88,1000.0,
PPR-706-11573,11573,37.99,7,6.0,EOL,Togran,1.17,,,FR,15.0,16.07,1000.0,
PPD-704-11634,11634,29.99,20,16.0,STD,Togran,1.25,,,FR,148.0,7.85,2000.0,
PD-707BPFR-10897,10897,34.99,15,1.0,STD,CEZ,15.0,,,FR,0.0,15.05,20.0,
PM-209U-11529,11529,9.99,37,2.0,STD,Intech,18.5,,,FR,2927.0,1.96,3000.0,
PD-713PKFR-11716,11716,44.99,171,48.0,STD,SQT,3.56,,,FR,52.0,11.94,500.0,
PM-201UB-11687,11687,9.99,37,0.0,STD,SQT,99998.0,,,FR,608.0,1.93,1000.0,
PM-201CB-N11703,11703,10.99,29,12.0,STD,SQT,2.42,,,FR,916.0,2.09,1000.0,
PB-426BFR-11710,11710,24.99,39,36.0,STD,Togran,1.08,,,FR,407.0,6.19,1000.0,
PB-325MWFR-11704,11704,34.99,64,21.0,EOL,JW,3.05,,,FR,0.0,23.84,500.0,
MX-2500-11724,11724,29.99,4,0.0,EOL,Togran,99998.0,,,FR,877.0,15.25,2000.0,
PD-714BFR-11759,11759,19.99,300,153.0,EOL,SQT,2.03,,,FR,49.0,6.99,500.0,
PB-612WFR-11826,11826,64.99,23,2.0,STD,CEZ,11.5,,,FR,12.0,22.07,18.0,
PB-512WFR-11825,11825,44.99,11,5.0,STD,CEZ,2.2,,,FR,0.0,15.25,18.0,
PB-106MFR-11821,11821,39.99,41,12.0,STD,CEZ,3.42,,,FR,30.0,10.55,20.0,
PPD-303B-11605,11605,34.99,5,1.0,STD,Togran,5.0,,,FR,484.0,13.72,1000.0,
PB-106WFR-11278,11278,29.99,6,4.0,STD,CEZ,1.5,,,FR,0.0,10.55,20.0,
PB-407WFR-10791,10791,19.99,0,0.0,STD,CEZ,0.0,,,FR,0.0,8.65,20.0,
PD-605BFR-11752,11752,79.99,104,60.0,STD,Togran,1.77,,,FR,270.0,21.02,1008.0,
PB-326BFR-11754,11754,29.99,45,32.0,STD,Togran,1.41,,,FR,784.0,8.64,1000.0,
PB-208BFR-11042,11042,24.99,26,11.0,STD,CEZ,2.36,,,FR,0.0,8.35,20.0,
PB-208WFR-11850,11850,24.99,31,19.0,STD,CEZ,1.63,,,FR,0.0,8.35,20.0,
PM-503B-11419,11419,19.99,43,0.0,STD,Togran,99998.0,,,FR,99.0,5.67,2000.0,
PD-707WFR-10902,10902,34.99,16,0.0,STD,CEZ,99998.0,,,FR,0.0,15.05,20.0,
PD-307-11370,11370,14.99,3,4.0,STD,CEZ,0.75,,,FR,0.0,11.21,20.0,
PM-519L-11705,11705,17.99,5,7.0,EOL,Togran,0.71,,,FR,23.0,4.6,2000.0,
PPR-404-11765,11765,4.99,8,4.0,STD,SQT,2.0,,,FR,184.0,0.81,1000.0,
PPR-406-11796,11796,5.99,10,3.0,STD,CLC,3.33,,,FR,2170.0,0.86,2000.0,
PPR-407-11797,11797,5.99,13,0.0,STD,CLC,99998.0,,,FR,2364.0,1.34,2100.0,
PM-209PW-11831,11831,10.99,16,0.0,STD,Intech,99998.0,,,FR,2617.0,2.52,3000.0,
PM-209UW-11832,11832,10.99,28,1.0,STD,Intech,28.0,,,FR,676.0,2.42,3000.0,
PD-303FRW-10967,10967,29.99,20,3.0,STD,CEZ,6.67,,,FR,10.0,11.01,20.0,
PD-606BFR-NN11642,11642,49.99,45,36.0,STD,Togran,1.28,,,FR,270.0,18.99,1000.0,
PB-329BFR-11830,11830,44.99,10,15.0,EOL,JW,0.67,,,FR,0.0,18.39,500.0,
PPR-303GBK-18047,18047,10.99,6,0.0,STD,Perixx DE,99998.0,,,FR,17.0,3.17,50.0,
PPR-303GGO-18046,18046,10.99,5,0.0,STD,Perixx DE,99998.0,,,FR,340.0,3.17,50.0,
PPR-303GLV-18038,18038,10.99,2,0.0,STD,Perixx DE,99998.0,,,FR,26.0,3.17,50.0,
PPR-303GPK-18037,18037,10.99,6,0.0,STD,Perixx DE,99998.0,,,FR,104.0,3.17,50.0,
PPR-303GSL-18049,18049,10.99,1,0.0,STD,Perixx DE,99998.0,,,FR,13.0,3.17,50.0,
PPR-303GYL-18040,18040,10.99,3,0.0,STD,Perixx DE,99998.0,,,FR,197.0,3.17,50.0,
PPR-303X4A-18043,18043,34.99,1,4.0,STD,Perixx DE,0.25,,,FR,5.0,11.52,50.0,
PPR-303X4B-18055,18055,34.99,2,3.0,STD,Perixx DE,0.67,,,FR,10.0,11.58,50.0,
PD-707WBE-11928,11928,29.99,8,0.0,STD,CEZ,99998.0,,,FR,12.0,15.05,20.0,
PB-107PBBE-11887,11887,19.99,3,8.0,STD,CEZ,0.38,,,FR,0.0,8.91,20.0,
PB-407WBE-11876,11876,19.99,19,0.0,STD,CEZ,99998.0,,,FR,0.0,8.65,20.0,
PB-407BBE-11870,11870,24.99,20,10.0,STD,CEZ,2.0,,,FR,0.0,8.65,20.0,
PB-407BBP-11882,11882,24.99,5,2.0,STD,CEZ,2.5,,,FR,20.0,8.65,20.0,
PB-407WBP-11883,11883,19.99,20,5.0,STD,CEZ,4.0,,,FR,7.0,8.65,20.0,
PB-208BBP-11962,11962,29.99,2,0.0,STD,CEZ,99998.0,,,FR,20.0,8.35,20.0,
PB-106WBP-11963,11963,29.99,10,3.0,STD,CEZ,3.33,,,FR,8.0,10.35,20.0,
