"id","section","number","level","side","storage_unit_size_w","storage_unit_size_h","storage_unit_size_l","friend_group","purpose","comments","life_span","article_no","article_storage_id","oldest_date_in_unit","quantity_single","quantity_carton","default_article_no","over_size","single_quantity_threshold","single_quantity_max","size","date_shipment_in"
"577","C","18","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"320","400","Full","2000-01-01"
"578","C","19","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11577",NULL,NULL,"144",NULL,NULL,NULL,"115.2","144","Full","2022-09-13"
"579","C","20","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11545",NULL,NULL,"360",NULL,NULL,NULL,"192","240","Full","2022-12-14"
"580","C","21","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11003",NULL,NULL,"240",NULL,NULL,NULL,"96","120","Full","2022-06-14"
"581","C","22","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"224","280","Full","2000-01-01"
"582","C","23","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11280",NULL,NULL,"100",NULL,NULL,NULL,"256","320","Full","2022-07-20"
"583","C","24","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11546",NULL,NULL,"140",NULL,NULL,NULL,"90","640","Full","2022-04-01"
"584","C","25","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11626",NULL,NULL,"240",NULL,NULL,NULL,"270","320","Full","2022-09-28"
"585","C","26","l1","None","0.8","1.8","1.2",NULL,"Normal","Noneverified qty of 11350 with qty 96",NULL,"11591",NULL,NULL,"30",NULL,NULL,NULL,"96","120","Full","2022-07-04"
"586","C","27","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11498",NULL,NULL,"150",NULL,NULL,NULL,"120","150","Full","2021-06-28"
"587","C","28","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11591",NULL,NULL,"108",NULL,NULL,NULL,"115.2","144","Full","2022-07-04"
"588","C","29","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11912",NULL,NULL,"20",NULL,NULL,NULL,"320","400","Full","2022-04-01"
"589","C","30","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11576",NULL,NULL,"120",NULL,NULL,NULL,"360","450","Full","2022-06-10"
"590","D","1","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"12176",NULL,NULL,"96",NULL,NULL,NULL,"1792","2240","Full","2022-12-14"
"591","D","2","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"400","500","Full","2000-01-01"
"592","D","3","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11697",NULL,NULL,"260",NULL,NULL,NULL,"201.60000000000002","252","Full","2022-07-13"
"593","D","4","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11967",NULL,NULL,"70",NULL,NULL,NULL,"160","200","Full","2022-08-18"
"594","D","5","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11724",NULL,NULL,"560",NULL,NULL,NULL,"480","600","Full","2022-05-18"
"595","D","6","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11519",NULL,NULL,"72",NULL,NULL,NULL,"201.60000000000002","252","Full","2022-11-22"
"596","D","7","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12176",NULL,NULL,"30",NULL,NULL,NULL,"240","300","Full","2022-12-14"
"597","D","8","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"598","D","9","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11700",NULL,NULL,"144",NULL,NULL,NULL,"320","400","Full","2022-10-25"
"599","D","10","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11700",NULL,NULL,"144",NULL,NULL,NULL,"512","640","Full","2022-10-25"
"600","D","11","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11706",NULL,NULL,"40",NULL,NULL,NULL,"190","2240","Full","2022-04-01"
"601","D","12","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11967",NULL,NULL,"150",NULL,NULL,NULL,"640","800","Full","2022-08-18"
"602","D","13","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11967",NULL,NULL,"150",NULL,NULL,NULL,"380","800","Full","2022-08-18"
"603","D","14","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11694",NULL,NULL,"240",NULL,NULL,NULL,"160","240","Full","2022-05-03"
"604","D","15","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11694",NULL,NULL,"240",NULL,NULL,NULL,"240","400","Full","2022-05-03"
"605","D","16","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11752",NULL,NULL,"42",NULL,NULL,NULL,"480","600","Full","2022-11-22"
"606","D","17","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11591",NULL,NULL,"108",NULL,NULL,NULL,"512","640","Full","2022-07-04"
"607","D","18","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11671",NULL,NULL,"240",NULL,NULL,NULL,"160","800","Full","2022-09-28"
"608","D","19","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11710",NULL,NULL,"280",NULL,NULL,NULL,"512","640","Full","2022-10-25"
"609","D","20","l1","None","0.8","1.8","1.2",NULL,"Normal","Noneverified qty of 11471 with qty 60",NULL,"11691",NULL,NULL,"80",NULL,NULL,NULL,"512","640","Full","2023-01-04"
"610","D","21","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11670",NULL,NULL,"300",NULL,NULL,NULL,"448","560","Full","2022-12-14"
"611","D","22","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11656",NULL,NULL,"260",NULL,NULL,NULL,"96","120","Full","2022-09-28"
"612","D","23","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"90","600","Full","2000-01-01"
"613","D","24","l1","None","0.8","0","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"0","150","Full","2000-01-01"
"614","E","1","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11524",NULL,NULL,"120",NULL,NULL,NULL,"320","640","Full","2022-12-14"
"615","E","2","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11524",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2022-12-14"
"616","E","3","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"280","640","Full","2000-01-01"
"617","E","4","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11077",NULL,NULL,"220",NULL,NULL,NULL,"120","640","Full","2022-05-18"
"618","E","5","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11524",NULL,NULL,"120",NULL,NULL,NULL,"352","440","Full","2022-12-14"
"619","E","6","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"10844",NULL,NULL,"1280",NULL,NULL,NULL,"72","440","Full","2022-02-03"
"620","E","7","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"160","640","Full","2000-01-01"
"621","E","8","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"120","150","Full","2000-01-01"
"622","E","9","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"623","E","10","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"280","440","Full","2000-01-01"
"624","E","11","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"115.2","144","Full","2022-10-18"
"625","E","12","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11802",NULL,NULL,"42",NULL,NULL,NULL,"352","440","Full","2022-07-13"
"626","E","13","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"115.2","144","Full","2022-10-18"
"627","E","14","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11802",NULL,NULL,"120",NULL,NULL,NULL,"512","640","Full","2022-07-13"
"628","E","15","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"352","440","Full","2000-01-01"
"629","E","16","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11990",NULL,NULL,"260",NULL,NULL,NULL,"352","440","Full","2022-04-01"
"630","E","17","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"631","E","18","l1","None","0.8","1.8","1.2","0","Normal","nanCan not predict how much Qty fit in this storageunit, set to 20",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"632","E","19","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11798",NULL,NULL,"60",NULL,NULL,NULL,"96","120","Full","2022-01-19"
"633","E","20","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11824",NULL,NULL,"180",NULL,NULL,NULL,"0","440","Full","2022-09-28"
"634","E","21","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11168",NULL,NULL,"560",NULL,NULL,NULL,"448","560","Full","2022-09-13"
"635","E","22","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"636","E","23","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"637","E","24","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"638","F","1","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"448","560","Full","2022-12-14"
"639","F","2","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"115.2","144","Full","2022-10-18"
"640","F","3","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11387",NULL,NULL,"1920",NULL,NULL,NULL,"96","120","Full","2022-07-13"
"641","F","4","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"86.4","108","Full","2022-12-14"
"642","F","5","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"115.2","144","Full","2022-10-18"
"643","F","6","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"448","560","Full","2022-12-14"
"644","F","7","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"115.2","144","Full","2022-10-18"
"645","F","8","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11350",NULL,NULL,"108",NULL,NULL,NULL,"512","640","Full","2022-06-10"
"646","F","9","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11350",NULL,NULL,"108",NULL,NULL,NULL,"160","200","Full","2022-06-10"
"647","F","10","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11976",NULL,NULL,"250",NULL,NULL,NULL,"192","240","Full","2022-07-04"
"648","F","11","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"512","640","Full","2022-12-14"
"649","F","12","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"512","640","Full","2022-12-14"
"650","F","13","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11411",NULL,NULL,"880",NULL,NULL,NULL,"448","560","Full","2022-08-18"
"651","F","14","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"115.2","144","Full","2022-10-18"
"652","F","15","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"288","360","Full","2022-12-14"
"653","F","16","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"115.2","144","Full","2022-10-18"
"654","F","17","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11948",NULL,NULL,"120",NULL,NULL,NULL,"320","400","Full","2022-09-28"
"655","F","18","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"96","120","Full","2022-12-14"
"656","F","19","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"657","F","20","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11616",NULL,NULL,"144",NULL,NULL,NULL,"96","120","Full","2021-05-15"
"658","F","21","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"96","120","Full","2022-12-14"
"659","F","22","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"320","400","Full","2022-12-14"
"660","F","23","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"661","F","24","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"448","560","Full","2022-12-14"
"662","F","25","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"96","120","Full","2022-12-14"
"663","G","1","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"664","G","2","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"665","G","3","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"666","G","4","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11523",NULL,NULL,"120",NULL,"-9999",NULL,"576","720","Full","2023-01-04"
"667","G","5","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"668","G","6","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"960","1200","Full","2000-01-01"
"669","G","7","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12109",NULL,NULL,"100",NULL,NULL,NULL,"96","120","Full","2022-09-28"
"670","G","8","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"671","G","9","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"672","G","10","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"12114",NULL,NULL,"260",NULL,NULL,NULL,"96","120","Full","2022-09-28"
"673","G","11","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12106",NULL,NULL,"180",NULL,NULL,NULL,"448","560","Full","2022-09-28"
"674","G","12","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11804",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2022-07-13"
"675","G","13","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"676","G","14","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11798",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2022-01-19"
"677","G","15","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"678","G","16","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11525",NULL,NULL,"120",NULL,NULL,NULL,"115.2","144","Full","2022-08-10"
"679","G","17","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11525",NULL,NULL,"120",NULL,NULL,NULL,"115.2","144","Full","2022-08-10"
"680","G","18","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11525",NULL,NULL,"120",NULL,NULL,NULL,"115.2","144","Full","2022-08-10"
"681","G","19","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11798",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2022-01-19"
"682","G","20","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11567",NULL,NULL,"280",NULL,NULL,NULL,"448","560","Full","2022-11-22"
"683","G","21","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11168",NULL,NULL,"560",NULL,NULL,NULL,"448","560","Full","2022-09-13"
"684","G","22","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11529",NULL,NULL,"1920",NULL,NULL,NULL,"1920","2400","Full","2022-08-10"
"685","H","1","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"380","640","Full","2000-01-01"
"686","H","2","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11673",NULL,NULL,"400",NULL,NULL,NULL,"336","420","Full","2022-12-14"
"687","H","3","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11673",NULL,NULL,"400",NULL,NULL,NULL,"288","360","Full","2022-12-14"
"688","H","4","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11673",NULL,NULL,"400",NULL,NULL,NULL,"320","400","Full","2022-12-14"
"689","H","5","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"360","450","Full","2000-01-01"
"690","H","6","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"320","400","Full","2000-01-01"
"691","H","7","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"320","400","Full","2000-01-01"
"692","H","8","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"693","H","9","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"694","H","10","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12120",NULL,NULL,"320",NULL,NULL,NULL,"90","150","Full","2022-09-28"
"695","H","11","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"696","H","12","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","500","Full","2000-01-01"
"697","H","13","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"256","320","Full","2000-01-01"
"698","H","14","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11485",NULL,NULL,"380",NULL,NULL,NULL,"512","640","Full","2022-10-25"
"699","H","15","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"700","H","16","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"480","600","Full","2000-01-01"
"701","H","17","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"190","600","Full","2000-01-01"
"702","H","18","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"703","H","19","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"704","H","20","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"400","500","Full","2000-01-01"
"705","H","21","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11611",NULL,NULL,"24",NULL,NULL,NULL,"86.4","108","Full","2022-10-25"
"706","H","22","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"707","H","23","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11804",NULL,NULL,"114",NULL,NULL,NULL,"96","120","Full","2022-07-13"
"708","H","24","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"709","I","1","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"0","120","Full","2000-01-01"
"710","I","2","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"21713",NULL,NULL,"400",NULL,NULL,NULL,"384","480","Full","2022-06-10"
"711","I","3","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"288","360","Full","2000-01-01"
"712","I","4","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"360","450","Full","2000-01-01"
"713","I","5","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"714","I","6","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11730",NULL,NULL,"80",NULL,NULL,NULL,"280","320","Full","2022-09-28"
"715","I","7","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"360","450","Full","2000-01-01"
"716","I","8","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11663",NULL,NULL,"70",NULL,NULL,NULL,"96","120","Full","2022-06-10"
"717","I","9","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11644",NULL,NULL,"300",NULL,NULL,NULL,"280","530","Full","2022-06-10"
"718","I","10","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"480","600","Full","2000-01-01"
"719","I","11","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11665",NULL,NULL,"600",NULL,NULL,NULL,"480","600","Full","2022-07-04"
"720","I","12","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"160","200","Full","2000-01-01"
"721","I","13","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"160","200","Full","2000-01-01"
"722","I","14","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"360","450","Full","2000-01-01"
"723","I","15","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"480","600","Full","2000-01-01"
"724","I","16","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"725","I","17","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"240","360","Full","2000-01-01"
"726","I","18","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"727","I","19","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"84","640","Full","2000-01-01"
"728","I","20","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"400","500","Full","2000-01-01"
"729","I","21","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11615",NULL,NULL,"48",NULL,NULL,NULL,"0","0","Full","2022-08-25"
"730","I","22","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12057",NULL,NULL,"220",NULL,NULL,NULL,"96","120","Full","2022-07-13"
"731","I","23","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","640","Full","2000-01-01"
"732","I","24","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"352","440","Full","2000-01-01"
"733","J","1","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11754",NULL,NULL,"600",NULL,NULL,NULL,"96","120","Full","2022-09-02"
"734","J","2","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"84","120","Full","2000-01-01"
"735","J","3","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"120","150","Full","2000-01-01"
"736","J","4","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"360","450","Full","2000-01-01"
"737","J","5","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"320","300","Full","2000-01-01"
"738","J","6","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"400","500","Full","2000-01-01"
"739","J","7","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"84","120","Full","2000-01-01"
"740","J","8","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"84","108","Full","2000-01-01"
"741","J","9","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11607",NULL,NULL,"140",NULL,NULL,NULL,"96","120","Full","2022-09-02"
"742","J","10","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11804",NULL,NULL,"120",NULL,NULL,NULL,"90","120","Full","2022-08-25"
"743","J","11","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11739",NULL,NULL,"220",NULL,NULL,NULL,"250","800","Full","2022-06-10"
"744","J","12","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"640","800","Full","2000-01-01"
"745","J","13","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11989",NULL,NULL,"210",NULL,NULL,NULL,"90","150","Full","2022-06-10"
