"id","section","number","level","side","storage_unit_size_w","storage_unit_size_h","storage_unit_size_l","friend_group","purpose","comments","life_span","article_no","article_storage_id","oldest_date_in_unit","quantity_single","quantity_carton","default_article_no","over_size","single_quantity_threshold","single_quantity_max","size","date_shipment_in"
"746","J","14","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"747","J","15","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"352","440","Full","2000-01-01"
"748","J","16","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11805",NULL,NULL,"60",NULL,NULL,NULL,"96","120","Full","2022-01-19"
"749","J","17","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"352","440","Full","2000-01-01"
"750","J","18","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11837",NULL,NULL,"360",NULL,NULL,NULL,"352","440","Full","2021-07-20"
"751","J","19","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"752","J","20","l1","None","0.8","1.8","1.2","0","Normal","Noneverified qty of 11647 with qty 100",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"120","150","Full","2000-01-01"
"753","J","21","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"352","440","Full","2000-01-01"
"754","J","22","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11818",NULL,NULL,"30",NULL,NULL,NULL,"224","280","Full","2021-05-15"
"755","J","23","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"190","108","Full","2000-01-01"
"756","J","24","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"757","J","25","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"352","440","Full","2000-01-01"
"758","J","26","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"759","J","27","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11957",NULL,NULL,"160",NULL,NULL,NULL,"86.4","108","Full","2022-06-10"
"760","K","1","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"704","880","Full","2000-01-01"
"761","K","2","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"12059",NULL,NULL,"320",NULL,NULL,NULL,"448","560","Full","2022-06-14"
"762","K","3","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12051",NULL,NULL,"90",NULL,NULL,NULL,"96","120","Full","2022-06-14"
"763","K","4","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"240","120","Full","2000-01-01"
"764","K","5","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"288","360","Full","2000-01-01"
"765","K","6","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"766","K","7","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"767","K","8","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"768","K","9","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11665",NULL,NULL,"600",NULL,NULL,NULL,"96","120","Full","2022-09-13"
"769","K","10","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"770","K","11","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11986",NULL,NULL,"200",NULL,NULL,NULL,"640","800","Full","2022-02-03"
"771","K","12","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11766",NULL,NULL,"160",NULL,NULL,NULL,"368","460","Full","2021-05-15"
"772","K","13","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"84","108","Full","2000-01-01"
"773","K","14","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"10645",NULL,NULL,"300",NULL,NULL,NULL,"84","108","Full","2022-06-14"
"774","K","15","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"775","K","16","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11766",NULL,NULL,"400",NULL,NULL,NULL,"368","460","Full","2021-05-15"
"776","K","17","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"777","K","18","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"778","K","19","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"400","120","Full","2000-01-01"
"779","K","20","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"400","500","Full","2000-01-01"
"780","K","21","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11907",NULL,NULL,"100",NULL,NULL,NULL,"400","500","Full","2022-06-14"
"781","K","22","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11579",NULL,NULL,"200",NULL,NULL,NULL,"320","120","Full","2022-07-20"
"782","K","23","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11456",NULL,NULL,"50",NULL,NULL,NULL,"224","280","Full","2021-09-15"
"783","K","24","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11456",NULL,NULL,"280",NULL,NULL,NULL,"224","280","Full","2021-09-15"
"784","K","25","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11923",NULL,NULL,"300",NULL,NULL,NULL,"448","560","Full","2022-09-02"
"785","K","26","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11926",NULL,NULL,"150",NULL,NULL,NULL,"96","120","Full","2022-06-14"
"786","K","27","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11944",NULL,NULL,"440",NULL,NULL,NULL,"96","120","Full","2022-06-14"
"787","L","1","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"400","500","Full","2000-01-01"
"788","L","2","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"1120","1400","Full","2000-01-01"
"789","L","3","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11748",NULL,NULL,"230",NULL,NULL,NULL,"480","600","Full","2022-06-14"
"790","L","4","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"704","880","Full","2000-01-01"
"791","L","5","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"480","400","Full","2000-01-01"
"792","L","6","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12013",NULL,NULL,"600",NULL,NULL,NULL,"704","880","Full","2022-09-13"
"793","L","7","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"320","400","Full","2000-01-01"
"794","L","8","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"280","440","Full","2000-01-01"
"795","L","9","l1","None","0.8","1.8","1.2","0","Normal","Noneverified qty of 11381 with qty 120",NULL,"11635",NULL,NULL,"1120",NULL,NULL,NULL,"480","240","Full","2022-06-14"
"796","L","10","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"0","480","Full","2000-01-01"
"797","L","11","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"368","460","Full","2000-01-01"
"798","L","12","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11766",NULL,NULL,"400",NULL,NULL,NULL,"368","460","Full","2021-05-15"
"799","L","13","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"120","150","Full","2000-01-01"
"800","L","14","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"801","L","15","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"802","L","16","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11590",NULL,NULL,"72",NULL,NULL,NULL,"86.4","108","Full","2021-05-15"
"803","L","17","l1","None","0.8","1.8","1.2",NULL,"Normal","Noneverified qty of 11590 with qty 60",NULL,"11590",NULL,NULL,"108",NULL,NULL,NULL,"86.4","108","Full","2021-05-15"
"804","L","18","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"805","L","19","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"806","L","20","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"807","L","21","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"808","L","22","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"809","L","23","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"810","L","24","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"811","L","25","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11654",NULL,NULL,"50",NULL,NULL,NULL,"120","150","Full","2021-05-15"
"812","L","26","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11654",NULL,NULL,"150",NULL,NULL,NULL,"120","150","Full","2021-05-15"
"813","L","27","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11654",NULL,NULL,"150",NULL,NULL,NULL,"120","150","Full","2021-05-15"
"814","L","28","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"815","L","29","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11643",NULL,NULL,"160",NULL,NULL,NULL,"120","150","Full","2022-06-14"
"816","L","30","l1","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11805",NULL,NULL,"72",NULL,NULL,NULL,"96","120","Full","2021-10-05"
"817","L","31","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"0","0","Full","2000-01-01"
"818","L","32","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,"11652",NULL,NULL,"380",NULL,NULL,NULL,"180","320","Full","2022-06-14"
"819","L","33","l1","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"280","600","Full","2000-01-01"
"820","A","1","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11304",NULL,NULL,"180",NULL,NULL,NULL,"288","360","Full","2022-12-14"
"821","A","2","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11304",NULL,NULL,"48",NULL,NULL,NULL,"86.4","108","Full","2022-12-14"
"822","A","3","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11264",NULL,NULL,"240",NULL,NULL,NULL,"800","1000","Full","2022-07-13"
"823","A","4","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11903",NULL,NULL,"960",NULL,NULL,NULL,"768","960","Full","2022-03-30"
"824","A","5","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11501",NULL,NULL,"180",NULL,NULL,NULL,"120","150","Full","2022-10-25"
"825","A","6","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11902",NULL,NULL,"450",NULL,NULL,NULL,"96","120","Full","2022-07-04"
"826","A","7","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"11653",NULL,NULL,"200",NULL,NULL,NULL,"120","150","Full","2022-08-10"
"827","A","8","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11305",NULL,NULL,"156",NULL,NULL,NULL,"352","440","Full","2022-12-14"
"828","A","9","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11794",NULL,NULL,"40",NULL,NULL,NULL,"115.2","144","Full","2022-10-18"
"829","A","10","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11679",NULL,NULL,"280",NULL,NULL,NULL,"96","120","Full","2022-09-28"
"830","A","11","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11620",NULL,NULL,"12",NULL,NULL,NULL,"96","120","Full","2021-07-05"
"831","A","12","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11305",NULL,NULL,"180",NULL,NULL,NULL,"480","600","Full","2022-12-14"
"832","A","13","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11811",NULL,NULL,"66",NULL,NULL,NULL,"96","120","Full","2022-01-07"
"833","A","14","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11669",NULL,NULL,"150",NULL,NULL,NULL,"120","150","Full","2021-11-11"
"834","A","15","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"11924",NULL,NULL,"60",NULL,NULL,NULL,"360","450","Full","2022-08-18"
"835","A","16","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"10716",NULL,NULL,"1600",NULL,NULL,NULL,"480","600","Full","2022-11-22"
"836","A","17","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"837","A","18","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11619",NULL,NULL,"80",NULL,NULL,NULL,"480","600","Full","2021-11-17"
"838","A","19","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11952",NULL,NULL,"220",NULL,NULL,NULL,"320","400","Full","2022-08-10"
"839","A","20","l2","None","0.8","1.8","1.2","0","Normal","Noneverified qty of 11810 with qty 108",NULL,"11811",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2022-01-07"
"840","A","21","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11908",NULL,NULL,"1160",NULL,NULL,NULL,"1920","2400","Full","2021-09-13"
"841","A","22","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12140",NULL,NULL,"1600",NULL,NULL,NULL,"120","150","Full","2022-11-22"
"842","A","23","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"11657",NULL,NULL,"120",NULL,NULL,NULL,"480","600","Full","2021-11-17"
"843","A","24","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"2048","2560","Full","2000-01-01"
"844","A","25","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11968",NULL,NULL,"150",NULL,NULL,NULL,"120","150","Full","2022-01-07"
"845","A","26","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11953",NULL,NULL,"180",NULL,NULL,NULL,"320","400","Full","2022-11-22"
"846","A","27","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"847","A","28","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11947",NULL,NULL,"120",NULL,NULL,NULL,"480","600","Full","2022-11-22"
"848","A","29","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11167",NULL,NULL,"640",NULL,NULL,NULL,"160","600","Full","2022-06-10"
"849","A","30","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11968",NULL,NULL,"150",NULL,NULL,NULL,"120","150","Full","2022-01-07"
"850","B","1","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"1024","1280","Full","2000-01-01"
"851","B","2","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"10839",NULL,NULL,"260",NULL,NULL,NULL,"352","440","Full","2022-10-25"
"852","B","3","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"853","B","4","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"352","440","Full","2000-01-01"
"854","B","5","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"11827",NULL,NULL,"240",NULL,NULL,NULL,"70","150","Full","2022-09-28"
"855","B","6","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11560",NULL,NULL,"60",NULL,NULL,NULL,"96","120","Full","2022-01-19"
"856","B","7","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"10914",NULL,NULL,"640",NULL,NULL,NULL,"1024","1280","Full","2022-03-30"
"857","B","8","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11576",NULL,NULL,"120",NULL,NULL,NULL,"352","440","Full","2022-06-10"
"858","B","9","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"10914",NULL,NULL,"640",NULL,NULL,NULL,"1024","1280","Full","2022-03-30"
"859","B","10","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"10914",NULL,NULL,"1280",NULL,NULL,NULL,"1024","1280","Full","2022-09-02"
"860","B","11","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11019",NULL,NULL,"700",NULL,NULL,NULL,"560","700","Full","2021-12-28"
"861","B","12","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11204",NULL,NULL,"220",NULL,NULL,NULL,"201.60000000000002","252","Full","2022-09-28"
"862","B","13","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"480","600","Full","2000-01-01"
"863","B","14","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11810",NULL,NULL,"72",NULL,NULL,NULL,"96","120","Full","2021-09-24"
"864","B","15","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11353",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2021-11-17"
"865","B","16","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"176","220","Full","2000-01-01"
"866","B","17","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"867","B","18","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"560","700","Full","2000-01-01"
"868","B","19","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"120","150","Full","2000-01-01"
"869","B","20","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11642",NULL,NULL,"120",NULL,NULL,NULL,"120","150","Full","2021-05-15"
"870","B","21","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11394",NULL,NULL,"200",NULL,NULL,NULL,"352","440","Full","2022-07-04"
"871","B","22","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"12067",NULL,NULL,"260",NULL,NULL,NULL,"224","280","Full","2022-08-10"
"872","B","23","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11649",NULL,NULL,"120",NULL,NULL,NULL,"120","150","Full","2021-10-14"
"873","B","24","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11810",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2021-09-24"
"874","B","25","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11449",NULL,NULL,"240",NULL,NULL,NULL,"96","120","Full","2022-05-11"
"875","B","26","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11626",NULL,NULL,"240",NULL,NULL,NULL,"192","240","Full","2022-07-13"
"876","B","27","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11968",NULL,NULL,"150",NULL,NULL,NULL,"120","150","Full","2022-01-07"
"877","B","28","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11449",NULL,NULL,"320",NULL,NULL,NULL,"120","150","Full","2022-05-11"
"878","B","29","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12068",NULL,NULL,"260",NULL,NULL,NULL,"96","120","Full","2022-08-10"
"879","B","30","l2","None","0.8","1.5","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"60","640","Full","2000-01-01"
"880","C","1","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11444",NULL,NULL,"360",NULL,NULL,NULL,"800","1000","Full","2021-05-15"
"881","C","2","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11591",NULL,NULL,"108",NULL,NULL,NULL,"86.4","108","Full","2022-07-04"
"882","C","3","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11503",NULL,NULL,"50",NULL,NULL,NULL,"115.2","144","Full","2022-10-25"
"883","C","4","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11626",NULL,NULL,"240",NULL,NULL,NULL,"120","150","Full","2022-09-28"
"884","C","5","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"885","C","6","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11451",NULL,NULL,"80",NULL,NULL,NULL,"120","150","Full","2021-05-15"
"886","C","7","l2","None","0.8","1.8","1.2",NULL,"Normal","Noneverified qty of 11452 with qty 80",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"887","C","8","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12174",NULL,NULL,"72",NULL,NULL,NULL,"120","150","Full","2022-12-14"
"888","C","9","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11454",NULL,NULL,"120",NULL,NULL,NULL,"120","150","Full","2021-05-15"
"889","C","10","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11569",NULL,NULL,"120",NULL,NULL,NULL,"224","280","Full","2021-08-06"
"890","C","11","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11526",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2022-03-30"
"891","C","12","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11503",NULL,NULL,"280",NULL,NULL,NULL,"224","280","Full","2022-08-18"
"892","C","13","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"11364",NULL,NULL,"156",NULL,NULL,NULL,"320","400","Full","2022-11-22"
"893","C","14","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11506",NULL,NULL,"90",NULL,NULL,NULL,"224","280","Full","2022-08-18"
"894","C","15","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11642",NULL,NULL,"120",NULL,NULL,NULL,"120","150","Full","2021-05-15"
"895","C","16","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12174",NULL,NULL,"72",NULL,NULL,NULL,"120","150","Full","2022-12-14"
"896","C","17","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11506",NULL,NULL,"280",NULL,NULL,NULL,"224","280","Full","2022-08-18"
"897","C","18","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12174",NULL,NULL,"72",NULL,NULL,NULL,"800","1000","Full","2022-12-14"
"898","C","19","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11593",NULL,NULL,"260",NULL,NULL,NULL,"115.2","144","Full","2022-10-25"
"899","C","20","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11181",NULL,NULL,"240",NULL,NULL,NULL,"320","120","Full","2022-05-18"
"900","C","21","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12174",NULL,NULL,"72",NULL,NULL,NULL,"120","150","Full","2022-12-14"
"901","C","22","l2","None","0.8","1.5","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"120","150","Full","2000-01-01"
"902","C","23","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"120","150","Full","2000-01-01"
"903","C","24","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"120","150","Full","2000-01-01"
"904","C","25","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11578",NULL,NULL,"96",NULL,NULL,NULL,"352","440","Full","2022-08-18"
"905","C","26","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"12166",NULL,NULL,"340",NULL,NULL,NULL,"256","320","Full","2022-11-22"
"906","C","27","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"907","C","28","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11911",NULL,NULL,"50",NULL,NULL,NULL,"0","120","Full","2022-04-01"
"908","C","29","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11626",NULL,NULL,"240",NULL,NULL,NULL,"115.2","144","Full","2022-09-28"
"909","C","30","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"11913",NULL,NULL,"50",NULL,NULL,NULL,"150","280","Full","2022-04-01"
"910","D","1","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11752",NULL,NULL,"108",NULL,NULL,NULL,"160","200","Full","2022-11-22"
"911","D","2","l2","None","0.8","1.5","1.2","0","Normal","None",NULL,"11690",NULL,NULL,"100",NULL,NULL,NULL,"256","320","Full","2022-09-28"
"912","D","3","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"11402",NULL,NULL,"1840",NULL,NULL,NULL,"1792","2240","Full","2022-07-20"
"913","D","4","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11363",NULL,NULL,"156",NULL,NULL,NULL,"201.60000000000002","252","Full","2022-01-13"
